"","ExclusionGroup","Notes","Sex","DOT","Lang1","Bilingual","Lang2","Location","Experimenter","Enterer","AudioRecorded","Age","AgeGroup","InfinityInterviewDone","HCReceivedSupport","Task","TaskType","TaskItem","Accuracy","Response","HCGroup.spontaneous.noerror","HCGroup.final","HCGroup.best","IsProductive.noerror","IsProductive.final","PGroup.final","SuccessorKnower","EndlessKnower","Category","InfinityStage","DecadeCounter","DecadeKnowledge","EndlessPartial","LadlabID"
"105","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","WCN","immediate","59",0,"6","1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"106","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","WCN","momentum","3",0,"16","1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"107","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","WCN","momentum","23",0,"26","1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"108","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","WCN","momentum","40",0,"16","1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"109","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","WCN","momentum","62",0,"4","1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"110","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","WCN","momentum","70",0,"9","1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"111","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","WCN","momentum","37",0,"13","1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"112","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","WCN","momentum","29",0,"4","1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"113","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","WCN","momentum","86",0,"9","1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"114","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","WCN","momentum","59",0,"16","1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"115","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","A1","BiggestNumber","none",NA,"16","1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"116","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","B1","isBiggest","no",NA,"yes","1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"117","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","B2","EndOrForever","forever",NA,"end","1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"118","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","B2","Why","justification",NA,"because I'm smart","1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"119","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","C1","CanWeAddToBigNumber","yes",NA,"yes","1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"120","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","C1","why","justification",NA,"get 9, because 16","1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"121","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","C2","CanWeAdd1toX","yes",NA,"yes","1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"122","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","C2","why","justification",NA,"because 16-9-2-14","1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"123","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","C3","CanKeepAdding1","yes",NA,"yes","1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"124","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","C3","why","justification",NA,"I would get 4 after 9","1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"125","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","C3","WhatWouldHappen","justification",NA,"like this: 1, 2, 3, 4, 5, to 5.","1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"126","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","D1","CanYouCountTens","yes",NA,NA,"1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"127","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","D2","CountingByTens","yes",NA,NA,"1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"128","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","D3","TenMoreThanTen","twenty",NA,NA,"1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"129","include","","f","1/12/16","English","no",NA,"Museum","JC","JC","no",4,"4-4.5y","yes","0","D4","TenTwenty","30,40,50..",NA,NA,"1-low","1-low","1-low",0,0,"1-Weak",1,0,"C Successor-only",3,NA,NA,0,"infinity-003"
"130","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","HC","spontaneous","raw",NA,"1-15,20-24,26-30,36,37,59.","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"131","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","HC","spontaneous","noerror",NA,"15","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"132","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","HC","spontaneous","consecutive",NA,"30","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"133","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","HC","supported","raw",NA,NA,"1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"134","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","HC","supported","noerror",NA,NA,"1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"135","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","HC","spontaneous","IHC",NA,"15","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"136","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","HC","spontaneous","decchangeerror",NA,NA,"1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"137","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","HC","productivity","classification",NA,NA,"1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"138","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","HC","supported","times",NA,NA,"1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"139","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","WCN","practice","1",1,"2","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"140","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","WCN","practice","5",1,"6","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"141","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","WCN","immediate","23",0,"17","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"142","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","WCN","immediate","40",0,"59","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"143","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","WCN","immediate","62",0,"69","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"144","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","WCN","immediate","70",0,"60","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"145","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","WCN","immediate","37",0,"58","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"146","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","WCN","immediate","29",0,"15","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"147","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","WCN","immediate","86",0,"59","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"148","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","WCN","immediate","59",1,"60","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"149","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","WCN","momentum","3",1,"4","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"150","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","WCN","momentum","23",0,"26","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"151","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","WCN","momentum","40",0,"59","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"152","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","WCN","momentum","62",1,"63","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"153","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","WCN","momentum","70",0,"40","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"154","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","WCN","momentum","37",1,"38","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"155","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","WCN","momentum","29",0,"60","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"156","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","WCN","momentum","86",1,"87","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"157","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","WCN","momentum","59",1,"60","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"158","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","A1","BiggestNumber","none",NA,"2","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"159","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","B1","isBiggest","no",NA,"5 [Can you think of a bigger number?] 1 [Can you think of a bigger number?] 60 [Can you think of a bigger number?] 27","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"160","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","B2","EndOrForever","forever",NA,"forever","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"161","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","B2","Why","justification",NA,"idk","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"162","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","C1","CanWeAddToBigNumber","yes",NA,"idk","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"163","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","C1","why","justification",NA,NA,"1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"164","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","C2","CanWeAdd1toX","yes",NA,"yes","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"165","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","C2","why","justification",NA,NA,"1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"166","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","C3","CanKeepAdding1","yes",NA,"idk","1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"167","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","C3","why","justification",NA,NA,"1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"168","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","C3","WhatWouldHappen","justification",NA,NA,"1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"169","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","D1","CanYouCountTens","yes",NA,NA,"1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"170","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","D2","CountingByTens","yes",NA,NA,"1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"171","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","D3","TenMoreThanTen","twenty",NA,NA,"1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"172","include","","m","1/12/16","English","no",NA,"Museum","JC","JC","no",4.44,"4-4.5y","yes","0","D4","TenTwenty","30,40,50..",NA,NA,"1-low","2-medium","2-medium",0,0,"1-Weak",0,1,"B Endless-only",2,NA,NA,1,"infinity-004"
"173","age","too old. Solved What comes next for random 3 digit numerals!","f","1/13/16","english","no",NA,"museum","JC","JC","no",7.76,"too old","yes","1","HC","spontaneous","raw",NA,"1-115-199","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"3-Productive",1,1,"D Full-knower",4,NA,NA,1,"infinity-005"
"174","age","too old. Solved What comes next for random 3 digit numerals!","f","1/13/16","english","no",NA,"museum","JC","JC","no",7.76,"too old","yes","1","HC","spontaneous","noerror",NA,"199","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"3-Productive",1,1,"D Full-knower",4,NA,NA,1,"infinity-005"
"175","age","too old. Solved What comes next for random 3 digit numerals!","f","1/13/16","english","no",NA,"museum","JC","JC","no",7.76,"too old","yes","1","HC","spontaneous","consecutive",NA,"199","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"3-Productive",1,1,"D Full-knower",4,NA,NA,1,"infinity-005"
"176","age","too old. Solved What comes next for random 3 digit numerals!","f","1/13/16","english","no",NA,"museum","JC","JC","no",7.76,"too old","yes","1","HC","supported","raw",NA,"[200],300,400,500,900","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"3-Productive",1,1,"D Full-knower",4,NA,NA,1,"infinity-005"
"177","age","too old. Solved What comes next for random 3 digit numerals!","f","1/13/16","english","no",NA,"museum","JC","JC","no",7.76,"too old","yes","1","HC","supported","noerror",NA,"199","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"3-Productive",1,1,"D Full-knower",4,NA,NA,1,"infinity-005"
"178","age","too old. Solved What comes next for random 3 digit numerals!","f","1/13/16","english","no",NA,"museum","JC","JC","no",7.76,"too old","yes","1","HC","spontaneous","IHC",NA,"199","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"3-Productive",1,1,"D Full-knower",4,NA,NA,1,"infinity-005"
"179","age","too old. Solved What comes next for random 3 digit numerals!","f","1/13/16","english","no",NA,"museum","JC","JC","no",7.76,"too old","yes","1","HC","spontaneous","decchangeerror",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"3-Productive",1,1,"D Full-knower",4,NA,NA,1,"infinity-005"
"180","age","too old. Solved What comes next for random 3 digit numerals!","f","1/13/16","english","no",NA,"museum","JC","JC","no",7.76,"too old","yes","1","HC","productivity","classification",NA,"prod","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"3-Productive",1,1,"D Full-knower",4,NA,NA,1,"infinity-005"
"181","age","too old. Solved What comes next for random 3 digit numerals!","f","1/13/16","english","no",NA,"museum","JC","JC","no",7.76,"too old","yes","1","HC","supported","times",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"3-Productive",1,1,"D Full-knower",4,NA,NA,1,"infinity-005"
"182","age","too old. Solved What comes next for random 3 digit numerals!","f","1/13/16","english","no",NA,"museum","JC","JC","no",7.76,"too old","yes","1","WCN","practice","1",1,"2","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"3-Productive",1,1,"D Full-knower",4,NA,NA,1,"infinity-005"
"183","age","too old. Solved What comes next for random 3 digit numerals!","f","1/13/16","english","no",NA,"museum","JC","JC","no",7.76,"too old","yes","1","WCN","practice","5",1,"6","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"3-Productive",1,1,"D Full-knower",4,NA,NA,1,"infinity-005"
"184","age","too old. Solved What comes next for random 3 digit numerals!","f","1/13/16","english","no",NA,"museum","JC","JC","no",7.76,"too old","yes","1","WCN","immediate","23",1,"24","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"3-Productive",1,1,"D Full-knower",4,NA,NA,1,"infinity-005"
"185","age","too old. Solved What comes next for random 3 digit numerals!","f","1/13/16","english","no",NA,"museum","JC","JC","no",7.76,"too old","yes","1","WCN","immediate","40",1,"41","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"3-Productive",1,1,"D Full-knower",4,NA,NA,1,"infinity-005"
"186","age","too old. Solved What comes next for random 3 digit numerals!","f","1/13/16","english","no",NA,"museum","JC","JC","no",7.76,"too old","yes","1","WCN","immediate","62",1,"63","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"3-Productive",1,1,"D Full-knower",4,NA,NA,1,"infinity-005"
"187","age","too old. Solved What comes next for random 3 digit numerals!","f","1/13/16","english","no",NA,"museum","JC","JC","no",7.76,"too old","yes","1","WCN","immediate","70",1,"71","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"3-Productive",1,1,"D Full-knower",4,NA,NA,1,"infinity-005"
"188","age","too old. Solved What comes next for random 3 digit numerals!","f","1/13/16","english","no",NA,"museum","JC","JC","no",7.76,"too old","yes","1","WCN","immediate","37",1,"38","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"3-Productive",1,1,"D Full-knower",4,NA,NA,1,"infinity-005"
"189","age","too old. Solved What comes next for random 3 digit numerals!","f","1/13/16","english","no",NA,"museum","JC","JC","no",7.76,"too old","yes","1","WCN","immediate","29",1,"30","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"3-Productive",1,1,"D Full-knower",4,NA,NA,1,"infinity-005"
"190","age","too old. Solved What comes next for random 3 digit numerals!","f","1/13/16","english","no",NA,"museum","JC","JC","no",7.76,"too old","yes","1","WCN","immediate","86",1,"87","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"3-Productive",1,1,"D Full-knower",4,NA,NA,1,"infinity-005"
