"","X","Notes","Sex","Lang1","Bilingual","Lang2","Location","Experimenter","Enterer","AudioRecorded","Age","AgeGroup","InfinityInterviewDone","HCReceivedSupport","Task","TaskType","TaskItem","Accuracy","Response","SuccessorKnower","EndlessKnower","Category","LadlabID","Productivity","IHC","FHC","DCE","why_productive","suptimes.final","ProductivityStrict","delta.hc","Productivity.tertiary","ProductivityStrict.tertiary","AgeMonths","reminders.total","reminders.recovered","subID","InfinityKnower","NonKnower"
"83",83,NA,"m","english","y","Spanish","museum","JC","JC","n",4.78,"4.5-5y","y","0","D1","canyoucounttens",NA,NA,NA,1,0,"B Successor-only","infinity-002","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",57,NA,NA,"91","None or partial","Some knowledge"
"84",84,NA,"m","english","y","Spanish","museum","JC","JC","n",4.78,"4.5-5y","y","0","D2","countingbytens",NA,NA,NA,1,0,"B Successor-only","infinity-002","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",57,NA,NA,"91","None or partial","Some knowledge"
"85",85,NA,"m","english","y","Spanish","museum","JC","JC","n",4.78,"4.5-5y","y","0","D3","tenmorethanten",NA,NA,NA,1,0,"B Successor-only","infinity-002","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",57,NA,NA,"91","None or partial","Some knowledge"
"86",86,NA,"m","english","y","Spanish","museum","JC","JC","n",4.78,"4.5-5y","y","0","D4","tentwenty",NA,NA,NA,1,0,"B Successor-only","infinity-002","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",57,NA,NA,"91","None or partial","Some knowledge"
"87",87,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","HC","spontaneous","raw",NA,"1-5,11,12,16,9,12,16.",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"88",88,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","HC","spontaneous","noerror",NA,"5",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"89",89,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","HC","spontaneous","consecutive",NA,"5",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"90",90,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","HC","supported","raw",NA,NA,1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"91",91,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","HC","supported","noerror",NA,NA,1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"92",92,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","HC","spontaneous","IHC",NA,"5",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"93",93,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","HC","spontaneous","decchangeerror",NA,NA,1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"94",94,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","HC","productivity","classification",NA,NA,1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"95",95,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","HC","supported","times",NA,NA,1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"96",96,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","WCN","practice","1",1,"2",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"97",97,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","WCN","practice","5",1,"6",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"98",98,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","WCN","immediate","23",0,"9",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"99",99,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","WCN","immediate","40",0,"16",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"100",100,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","WCN","immediate","62",0,"4",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"101",101,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","WCN","immediate","70",0,"69",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"102",102,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","WCN","immediate","37",0,"4",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"103",103,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","WCN","immediate","29",0,"5",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"104",104,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","WCN","immediate","86",0,"190",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"105",105,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","WCN","immediate","59",0,"6",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"106",106,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","WCN","momentum","3",0,"16",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"107",107,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","WCN","momentum","23",0,"26",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"108",108,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","WCN","momentum","40",0,"16",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"109",109,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","WCN","momentum","62",0,"4",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"110",110,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","WCN","momentum","70",0,"9",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"111",111,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","WCN","momentum","37",0,"13",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"112",112,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","WCN","momentum","29",0,"4",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"113",113,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","WCN","momentum","86",0,"9",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"114",114,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","WCN","momentum","59",0,"16",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"115",115,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","A1","biggestnumber","none",NA,"16",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"116",116,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","B1","isbiggest","no",NA,"yes",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"117",117,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","B2","endorforever","forever",NA,"end",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"118",118,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","B2","why","justification",NA,"because I'm smart",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"119",119,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","C1","canweaddtobignumber","yes",NA,"yes",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"120",120,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","C1","why","justification",NA,"get 9, because 16",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"121",121,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","C2","canweadd1tox","yes",NA,"yes",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"122",122,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","C2","why","justification",NA,"because 16-9-2-14",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"123",123,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","C3","cankeepadding1","yes",NA,"yes",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"124",124,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","C3","why","justification",NA,"I would get 4 after 9",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"125",125,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","C3","whatwouldhappen","justification",NA,"like this: 1, 2, 3, 4, 5, to 5.",1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"126",126,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","D1","canyoucounttens","yes",NA,NA,1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"127",127,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","D2","countingbytens","yes",NA,NA,1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"128",128,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","D3","tenmorethanten","twenty",NA,NA,1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"129",129,NA,"f","english","n",NA,"museum","JC","JC","n",4,"4-4.5y","y","0","D4","tentwenty","30,40,50..",NA,NA,1,0,"B Successor-only","infinity-003","Nonproductive",5,5,NA,"stopped mid decade",NA,"Nonproductive",0,"Nonproductive","Nonproductive",48,NA,NA,"1","None or partial","Some knowledge"
"130",130,NA,"m","english","n",NA,"museum","JC","JC","n",4.44,"4-4.5y","y","0","HC","spontaneous","raw",NA,"1-15,20-24,26-30,36,37,59.",0,1,"C Endless-only","infinity-004","Nonproductive",15,30,NA,"stopped mid decade",NA,"Nonproductive",15,"Nonproductive","Nonproductive",53,NA,NA,"25","None or partial","Some knowledge"
"131",131,NA,"m","english","n",NA,"museum","JC","JC","n",4.44,"4-4.5y","y","0","HC","spontaneous","noerror",NA,"15",0,1,"C Endless-only","infinity-004","Nonproductive",15,30,NA,"stopped mid decade",NA,"Nonproductive",15,"Nonproductive","Nonproductive",53,NA,NA,"25","None or partial","Some knowledge"
"132",132,NA,"m","english","n",NA,"museum","JC","JC","n",4.44,"4-4.5y","y","0","HC","spontaneous","consecutive",NA,"30",0,1,"C Endless-only","infinity-004","Nonproductive",15,30,NA,"stopped mid decade",NA,"Nonproductive",15,"Nonproductive","Nonproductive",53,NA,NA,"25","None or partial","Some knowledge"
"133",133,NA,"m","english","n",NA,"museum","JC","JC","n",4.44,"4-4.5y","y","0","HC","supported","raw",NA,NA,0,1,"C Endless-only","infinity-004","Nonproductive",15,30,NA,"stopped mid decade",NA,"Nonproductive",15,"Nonproductive","Nonproductive",53,NA,NA,"25","None or partial","Some knowledge"
"134",134,NA,"m","english","n",NA,"museum","JC","JC","n",4.44,"4-4.5y","y","0","HC","supported","noerror",NA,NA,0,1,"C Endless-only","infinity-004","Nonproductive",15,30,NA,"stopped mid decade",NA,"Nonproductive",15,"Nonproductive","Nonproductive",53,NA,NA,"25","None or partial","Some knowledge"
"135",135,NA,"m","english","n",NA,"museum","JC","JC","n",4.44,"4-4.5y","y","0","HC","spontaneous","IHC",NA,"15",0,1,"C Endless-only","infinity-004","Nonproductive",15,30,NA,"stopped mid decade",NA,"Nonproductive",15,"Nonproductive","Nonproductive",53,NA,NA,"25","None or partial","Some knowledge"
"136",136,NA,"m","english","n",NA,"museum","JC","JC","n",4.44,"4-4.5y","y","0","HC","spontaneous","decchangeerror",NA,NA,0,1,"C Endless-only","infinity-004","Nonproductive",15,30,NA,"stopped mid decade",NA,"Nonproductive",15,"Nonproductive","Nonproductive",53,NA,NA,"25","None or partial","Some knowledge"
"137",137,NA,"m","english","n",NA,"museum","JC","JC","n",4.44,"4-4.5y","y","0","HC","productivity","classification",NA,NA,0,1,"C Endless-only","infinity-004","Nonproductive",15,30,NA,"stopped mid decade",NA,"Nonproductive",15,"Nonproductive","Nonproductive",53,NA,NA,"25","None or partial","Some knowledge"
"138",138,NA,"m","english","n",NA,"museum","JC","JC","n",4.44,"4-4.5y","y","0","HC","supported","times",NA,NA,0,1,"C Endless-only","infinity-004","Nonproductive",15,30,NA,"stopped mid decade",NA,"Nonproductive",15,"Nonproductive","Nonproductive",53,NA,NA,"25","None or partial","Some knowledge"
"139",139,NA,"m","english","n",NA,"museum","JC","JC","n",4.44,"4-4.5y","y","0","WCN","practice","1",1,"2",0,1,"C Endless-only","infinity-004","Nonproductive",15,30,NA,"stopped mid decade",NA,"Nonproductive",15,"Nonproductive","Nonproductive",53,NA,NA,"25","None or partial","Some knowledge"
"140",140,NA,"m","english","n",NA,"museum","JC","JC","n",4.44,"4-4.5y","y","0","WCN","practice","5",1,"6",0,1,"C Endless-only","infinity-004","Nonproductive",15,30,NA,"stopped mid decade",NA,"Nonproductive",15,"Nonproductive","Nonproductive",53,NA,NA,"25","None or partial","Some knowledge"
"141",141,NA,"m","english","n",NA,"museum","JC","JC","n",4.44,"4-4.5y","y","0","WCN","immediate","23",0,"17",0,1,"C Endless-only","infinity-004","Nonproductive",15,30,NA,"stopped mid decade",NA,"Nonproductive",15,"Nonproductive","Nonproductive",53,NA,NA,"25","None or partial","Some knowledge"
